,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,234,658.0,0.01880,0.64794,0.70749,2.81197,2.04337,-0.99394
1,neg_dsd,306,830.5,0.01613,0.63694,0.72213,2.71405,2.00790,-0.99520
2,pads_cpp,193,538.5,0.01906,0.67364,0.71196,2.79016,2.02120,-0.99814
