,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,482,6860.5,0.01708,0.66169,-0.24411,14.23340,-3.55524,-0.99578
1,neg_dsd,424,5953.5,0.01832,0.69172,-0.25009,14.04127,-3.55316,-0.99598
2,node2vec_gin,700,10495.0,0.01307,0.58044,-0.20398,14.99286,-3.28751,-0.99411
3,pads_cpp,411,5804.0,0.01540,0.69254,-0.24356,14.12165,-3.54679,-0.99708
