,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,227,3491.0,0.00808,0.61623,0.46437,15.37885,7.17291,-0.99088
1,neg_dsd,222,3409.0,0.00807,0.62097,0.46545,15.35586,7.17110,-0.99066
2,node2vec_gin,219,3391.0,0.01121,0.63281,0.44356,15.48402,6.98747,-0.99090
3,pads_cpp,238,3650.0,0.00720,0.60626,0.46341,15.33613,7.15416,-0.99127
