,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,20,65.5,0.01567,0.66919,0.70581,3.27500,2.38960,-1.00000
1,neg_dsd,19,62.5,0.01633,0.67949,0.70288,3.28947,2.38962,-1.00000
2,pads_cpp,116,327.0,0.01536,0.70313,0.69123,2.81897,2.03398,-1.00000
