Method,OIR,BR-P,BR-N,Avg. Distance,RWC
Maxflow,0.0073964497041420114,0.05063291139240506,0.027932960893854747,4.722014001838625,0.8383279171950688
Flowless,0.006134969325153374,0.039473684210526314,0.022857142857142857,5.594736842105263,0.8652162962221434
GIN,0.011986301369863013,0.046875,0.04142011834319527,5.709504437869822,0.8678614788031105
PADS,0.0033333333333333335,0.02564102564102564,0.011494252873563218,6.203359858532273,0.8885016153918693
