Method,OIR,BR-P,BR-N,Avg. Distance,RWC
Maxflow,0.006270528515974918,0.12643678160919541,0.14507772020725387,3.163242213090346,0.8863201117973142
Flowless,0.006417279699483487,0.12260536398467432,0.15517241379310345,3.318470075307174,0.8818915419131759
GIN,0.0063801208865010076,0.1276595744680851,0.14367816091954022,3.3115920763022744,0.8816635113401882
PADS,0.0036998972250770813,0.08571428571428572,0.08955223880597014,3.3134683724235963,0.9243555254479124
