Method,OIR,BR-P,BR-N,Avg. Distance,RWC
Maxflow,0.0,0.0,0.0,5.58359133126935,1.0
Flowless,0.0005865102639296188,0.0022371364653243847,0.014084507042253521,5.520685635063176,0.9715198414205624
GIN,0.0,0.0,0.0,6.592970378323754,1.0
PADS,0.0,0.0,0.0,6.713885927505331,1.0
