Method,OIR,BR-P,BR-N,Avg. Distance,RWC
Maxflow,0.03767013753153985,0.6976744186046512,0.6974063400576369,2.4604182025333423,0.5738799453597738
Flowless,0.03201694779758574,0.6401985111662531,0.675,2.5290787841191067,0.6055300173848945
GIN,0.009270494588166771,0.2570694087403599,0.48344370860927155,2.68807776775226,0.7986951115956461
PADS,0.007171794591043469,0.20679886685552407,0.4393939393939394,2.7322731564941196,0.8304390404051533
