Method,OIR,BR-P,BR-N,Avg. Distance,RWC
Maxflow,0.0028188356040620144,0.2671232876712329,0.14035087719298245,2.7734232842379924,0.9213480744906997
Flowless,0.0028333757128845946,0.2746478873239437,0.14035087719298245,2.8090119665360587,0.920940346316064
GIN,0.0024793073196780714,0.27586206896551724,0.12564102564102564,2.8006631299734748,0.9224462658886797
PADS,0.0022367051020014653,0.26851851851851855,0.11794871794871795,2.8146723646723646,0.9253948537679398
