,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,166,2121.0,0.02652,0.65560,-0.47176,12.77711,-5.85676,-0.98503
1,neg_dsd,163,2082.0,0.02645,0.65804,-0.47139,12.77301,-5.85587,-0.98475
2,node2vec_gin,5133,14947.0,0.17820,0.25315,-0.48554,2.91194,-1.34457,-0.87717
3,pads_cpp,165,2108.0,0.02565,0.65488,-0.46925,12.77576,-5.85205,-0.98400
