,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,maxflow_cpp_wdsp,227,3491.0,0.00808,0.61623,0.46437,15.37885,7.17291,-0.99088
1,neg_dsd,222,3409.0,0.00807,0.62097,0.46545,15.35586,7.17110,-0.99066
2,pads_cpp,224,3433.0,0.00776,0.61932,0.46636,15.32589,7.17143,-0.99130
