,method,num_nodes,num_edges,purity(var),conductance,avg_node_polarity,unweighted_density,weighted_density,EI-Index
0,cascade,783,8105.5,0.53594,0.35091,0.23201,10.35185,5.90680,-0.29818
1,maxflow_cpp_wdsp,155,4078.0,0.02669,0.34537,0.67669,26.30968,17.56793,-0.98154
2,neg_dsd,136,3602.5,0.02461,0.38691,0.67250,26.48897,17.66674,-0.98239
3,node2vec_gin,148,4063.0,0.06443,0.35457,0.60319,27.45270,16.89217,-0.98195
4,pads_cpp,129,3355.5,0.02124,0.40820,0.68736,26.01163,17.64171,-0.98198
